x, y, theta, stamp, 
-1.774605975571178, -0.4617559682638496, -0.38070006491951813, 216157000000, 
-1.7676473217583144, -0.46468598068468114, -0.4177219548513702, 216191000000, 
-1.7608008395187447, -0.4678714462037848, -0.4546631907131958, 216225000000, 
-1.7540763510257509, -0.4713105894755844, -0.49261736270870277, 216259000000, 
-1.7474882366842799, -0.4750083412363037, -0.5321081806264522, 216293000000, 
-1.741051371915703, -0.4789677220644092, -0.5724070209572828, 216327000000, 
-1.7347788471340564, -0.483186790168061, -0.6134535313737, 216361000000, 
-1.7286855762924171, -0.48766465763696465, -0.6557339143765765, 216395000000, 
-1.7227881409612174, -0.49240153044908763, -0.6991971712161629, 216429000000, 
-1.71710281717212, -0.49739377987030997, -0.7436259336433974, 216463000000, 
-1.7116459254470848, -0.5026375872713712, -0.7891623625753419, 216497000000, 
-1.7064350730463322, -0.5081288931620339, -0.8359440250952438, 216531000000, 
-1.7014885479263357, -0.5138622321314696, -0.8839056843385524, 216565000000, 
-1.6968244810157298, -0.5198303821566967, -0.9330436001647626, 216599000000, 
-1.6924611376544991, -0.52602469929747, -0.9834672654717265, 216633000000, 
-1.6884184253507428, -0.5324358451922836, -1.035210567610106, 216667000000, 
-1.6847154824274315, -0.539051604908762, -1.0882549428076702, 216701000000, 
-1.6813720331335555, -0.5458593968963474, -1.1426460507689005, 216735000000, 
-1.6784066400971618, -0.552840467070416, -1.1976889318228279, 216769000000, 
-1.6758284778491046, -0.559976778566411, -1.2528010780987677, 216803000000, 
-1.6736520058063478, -0.5672484449160371, -1.3098212917889804, 216837000000, 
-1.6718997223457794, -0.5746290438153685, -1.3689164339820068, 216871000000, 
-1.6705906888375421, -0.5820474686517373, -1.4295217291223223, 216905000000, 
-1.6697432790845885, -0.589429456287879, -1.491859167602671, 216939000000, 
-1.6693782111982822, -0.5967782899478552, -1.5559740343840816, 216973000000, 
-1.6695044665749508, -0.6040994917505296, -1.6230360559795465, 217007000000, 
-1.6701227889260863, -0.6113850280139967, -1.693049629241559, 217041000000, 
-1.671248790167338, -0.6185673085752693, -1.7657289803985594, 217075000000, 
-1.672900723504481, -0.6256425785227576, -1.8400193751796503, 217109000000, 
-1.6750768837739431, -0.6325794525928451, -1.9162504214466678, 217143000000, 
-1.6777730985685133, -0.6393062874600612, -1.9946806963572177, 217177000000, 
-1.6809907649076912, -0.6457898238672167, -2.0752984046449594, 217211000000, 
-1.6847295527376083, -0.6519666947918108, -2.1594777466522403, 217245000000, 
-1.6889544056265196, -0.6577589855902745, -2.248431332336132, 217279000000, 
-1.6936855709540395, -0.6631420303537418, -2.3390215392696874, 217313000000, 
-1.6988979848953154, -0.6680911031247815, -2.431031333367383, 217347000000, 
-1.704536849423021, -0.6725490506994496, -2.52596616243617, 217381000000, 
-1.7105599741830486, -0.676417369711123, -2.624049489403742, 217415000000, 
-1.716927369809584, -0.6796649812629397, -2.7248683360908315, 217449000000, 
-1.7235863667296163, -0.6822547037375395, -2.828292569874108, 217483000000, 
-1.7304658170305538, -0.684129260091171, -2.934742438860707, 217517000000, 
-1.7374887466134288, -0.6852447389098668, -3.0444649177295817, 217551000000, 
-1.7445783951504847, -0.6855496172618258, 3.125878767404651, 217585000000, 
-1.751647937862929, -0.6850439382441812, 3.0099449968022687, 217619000000, 
-1.7551262941738806, -0.6837345536799697, 2.9137153466228884, 217653000000, 
-1.7592881499198862, -0.6822568913181453, 2.860086055038659, 217687000000, 
-1.7642661817603582, -0.6804770628417209, 2.848824124280282, 217721000000, 
-1.7704154291059466, -0.67868077315687, 2.8790918522459528, 217755000000, 
-1.7775854248067704, -0.6769615098442913, 2.94188548859606, 217789000000, 
-1.7848522835410658, -0.6756897794139052, 2.9994156474158147, 217823000000, 
-1.7921858776292101, -0.6747859387843239, 3.043617890865198, 217857000000, 
-1.7995443481573554, -0.6742176348752552, 3.0974661965344525, 217891000000, 
-1.8069068680013844, -0.6740938583483098, -3.124626768829277, 217925000000, 
-1.8142716527689218, -0.6744064076416743, -3.0686890669758826, 217959000000, 
-1.821635372087823, -0.6750997754899467, -3.026415974487636, 217993000000, 
-1.8290239078388104, -0.676015831993511, -3.0111048202911728, 218027000000, 
-1.8364276041058498, -0.6769959455646571, -3.0082502570040086, 218061000000, 
-1.8438450716061894, -0.6779782289794809, -3.0130185222401114, 218095000000, 
-1.8512974765846815, -0.678606422181747, -3.0347822659463706, 218129000000, 
-1.8588144075471886, -0.6793653886345972, -3.0734817102999212, 218163000000, 
-1.8663751761904024, -0.6798075505877594, -3.1241870322372485, 218197000000, 
-1.8739682579298484, -0.6797205420563746, 3.094948340755733, 218231000000, 
-1.8815650481592567, -0.6790893494708435, 3.0152079432205716, 218265000000, 
-1.8890821251508734, -0.6778373609137294, 2.9367744644664917, 218299000000, 
-1.8964514785520075, -0.6761113440662861, 2.8879197280327347, 218333000000, 
-1.9037175952680976, -0.6741112476604323, 2.8561765588605237, 218367000000, 
-1.9109136043969364, -0.6719130808786695, 2.829280840666752, 218401000000, 
-1.9180329305206494, -0.6695642091101754, 2.8175921600531226, 218435000000, 
-1.9251184814811275, -0.6672139227084454, 2.8251126949554437, 218469000000, 
-1.9322111099948873, -0.6649708665696761, 2.8449020306520256, 218503000000, 
-1.9393331003902499, -0.6629087092287381, 2.8766471498734125, 218537000000, 
-1.946503207017556, -0.6611329635178107, 2.9243081206203665, 218571000000, 
-1.9537493758018023, -0.6597411278911658, 2.980689411601203, 218605000000, 
-1.9610614588303856, -0.6587428428919828, 3.0319792756910267, 218639000000, 
-1.9684129323449815, -0.6581094692757651, 3.0824620957279163, 218673000000, 
-1.9757834252252717, -0.6578590935631773, 3.13861698669623, 218707000000, 
-1.9831529423597754, -0.6580387743969833, -3.087035420719157, 218741000000, 
-1.990500729159341, -0.6586360202709419, -3.0305438443498725, 218775000000, 
-1.9978321990316104, -0.6596143858033393, -2.985754753953255, 218809000000, 
-2.005185045176048, -0.6608316663152478, -2.9713492347262616, 218843000000, 
-2.0125550752429926, -0.662100564394636, -2.9696523218997277, 218877000000, 
-2.0199367449945336, -0.6633692693083635, -2.973546540428214, 218911000000, 
-2.027363973398226, -0.6645588674146499, -2.9948385766621612, 218945000000, 
-2.0348578538335875, -0.6655268087584638, -3.034271153548903, 218979000000, 
-2.0424095234603965, -0.6661590431787288, -3.0850945242572565, 219013000000, 
-2.050008631612393, -0.6663668797518568, 3.134432243067068, 219047000000, 
-2.057632768310585, -0.6660341668145466, 3.0545583948564548, 219081000000, 
-2.0652007260540053, -0.6650781988452438, 2.9759707056872347, 219115000000, 
-2.072637218323201, -0.6636449360639941, 2.927393858546549, 219149000000, 
-2.0799804137699343, -0.6619347439814947, 2.8957158850876454, 219183000000, 
-2.0872596016291896, -0.6600101834532377, 2.8686287794847307, 219217000000, 
-2.094467503097182, -0.6579547584291509, 2.8570020963565463, 219251000000, 
-2.1016379055484324, -0.6558810356164718, 2.864583589154742, 219285000000, 
-2.108811442744346, -0.6539131617371122, 2.884261092760053, 219319000000, 
-2.1160074694917297, -0.652130891864591, 2.9159703235904377, 219353000000, 
-2.1232388060232905, -0.6506451060599658, 2.9636811167682935, 219387000000, 
-2.1305307134845655, -0.649539908617024, 3.0203187776548375, 219421000000, 
-2.1378731590905704, -0.648834136605691, 3.072262890067916, 219455000000, 
-2.1452406685339156, -0.6484933899839733, 3.123281036866989, 219489000000, 
-2.1526118597954365, -0.6485493464192645, -3.1033852890804776, 219523000000, 
-2.1599641375537164, -0.6490321821311487, -3.045358958303296, 219557000000, 
-2.167314591340867, -0.6499120201688798, -3.0017206156528906, 219591000000, 
-2.1746796610725108, -0.6510004768602157, -2.9880335852960522, 219625000000, 
-2.1820643624498324, -0.6521443768062893, -2.985411175248977, 219659000000, 
-2.1894613564152094, -0.6532975157174722, -2.9890836234164726, 219693000000, 
-2.1969044181901825, -0.6543707555106919, -3.010902912340413, 219727000000, 
-2.204410322466971, -0.655217237566182, -3.050379570216712, 219761000000, 
-2.211968000570925, -0.6557268748164518, -3.1009277402748023, 219795000000, 
-2.2195668038581764, -0.6558100008286604, 3.1185678317489756, 219829000000, 
-2.227182121003983, -0.6553496193460986, 3.0386509278683977, 219863000000, 
-2.234732068663576, -0.6542673905840932, 2.960120473102285, 219897000000, 
-2.242143965348713, -0.6527115320416795, 2.9115395552282566, 219931000000, 
-2.2494590773580248, -0.6508806796316795, 2.8797990456803126, 219965000000, 
-2.2567075547738877, -0.6488373260727933, 2.8527195344726093, 219999000000, 
-2.2638843166048632, -0.6466529310145186, 2.8410859912659103, 220033000000, 
-2.271021715911374, -0.6444711163900628, 2.8486783975388175, 220067000000, 
-2.2781668176621084, -0.6423936335314612, 2.868411479429309, 220101000000, 
-2.2853361979665325, -0.6404962427492759, 2.900122668920523, 220135000000, 
-2.2925456558653408, -0.6388870552120991, 2.947820645212903, 220169000000, 
-2.2998194643897985, -0.6376651204586568, 3.0039140887496862, 220203000000, 
-2.3071532416028346, -0.6368349164432682, 3.054376597567754, 220237000000, 
-2.3145183036422874, -0.6363654651231963, 3.104327318325179, 220271000000, 
-2.321890928593334, -0.636283809569814, -3.1230426743427606, 220305000000, 
-2.329254134463225, -0.6366201267218298, -3.0661150016861094, 220339000000, 
-2.33662260871213, -0.6373448607850576, -3.0231115780954245, 220373000000, 
-2.344008714739263, -0.6382795598383383, -3.008789129673391, 220407000000, 
-2.3514154677533847, -0.6392702407416321, -3.005987966528804, 220441000000, 
-2.3588358580446243, -0.6402710398552105, -3.0100686371236502, 220475000000, 
-2.366300264758689, -0.6411882402416361, -3.031956194280638, 220509000000, 
-2.373821925794819, -0.641878313432966, -3.071194974510572, 220543000000, 
-2.3813884632575335, -0.6422321927936395, -3.1217385816873238, 220577000000, 
-2.3889872688010376, -0.6421597645260325, 3.0976610931004536, 220611000000, 
-2.3965907931358297, -0.6415435404739286, 3.0177431920115034, 220645000000, 
-2.4041149002780267, -0.6403047766129487, 2.9392770392598124, 220679000000, 
-2.4114907547244036, -0.6385937484755138, 2.8907103983913673, 220713000000, 
-2.4187635413200623, -0.6366098100161188, 2.8589334678622955, 220747000000, 
-2.425965214692933, -0.6344149320540349, 2.831881285746159, 220781000000, 
-2.4330928757126236, -0.632080501806107, 2.820277293754366, 220815000000, 
-2.4401816561840035, -0.6297506307385623, 2.8278681874721294, 220849000000, 
-2.447281453238293, -0.6275238160865938, 2.847565696590989, 220883000000, 
-2.4544102709945816, -0.6254769439393693, 2.879254203640397, 220917000000, 
-2.4615857129811567, -0.6237167833450086, 2.9269459871870915, 220951000000, 
-2.4688350023882157, -0.6223398378790016, 2.9824487453279875, 220985000000, 
-2.4761525535747393, -0.6213448877777632, 3.0313311413204582, 221019000000, 
-2.48351097581479, -0.6206977403242309, 3.0792450050266553, 221053000000, 
-2.490885690831925, -0.6204208415551694, 3.132136754752113, 221087000000, 
-2.4982639404661744, -0.6205407376552858, -3.09734911645598, 221121000000, 
-2.5056263097453098, -0.6210425309990497, -3.0450172477964355, 221155000000, 
-2.5129707339975016, -0.6219148534946034, -3.001268425585034, 221189000000, 
-2.5203343881591254, -0.6230265748306789, -2.9848156114919733, 221223000000, 
-2.527716923516274, -0.6242004937758522, -2.9830118070598397, 221257000000, 
-2.535114325916321, -0.6253683857946265, -2.9880278157610527, 221291000000, 
-2.54255420414112, -0.6264522172416159, -3.0091288176564164, 221325000000, 
-2.5500561585143324, -0.6273162584703944, -3.0480473881376065, 221359000000, 
-2.557612161965913, -0.627844358447115, -3.0991323460027203, 221393000000, 
-2.565209594570576, -0.6279437646874746, 3.120197806414349, 221427000000, 
-2.5728230691415055, -0.6275009886466173, 3.0406230108111054, 221461000000, 
-2.5803730770563065, -0.6264370188593466, 2.962143539252195, 221495000000, 
-2.587785670946568, -0.6248961992605866, 2.913394313624256, 221529000000, 
-2.5951019617037208, -0.6230795892114519, 2.881742094948297, 221563000000, 
-2.602352211882532, -0.6210495340476947, 2.854712341991513, 221597000000, 
-2.6095324500028902, -0.6188826771033479, 2.842974971759004, 221631000000, 
-2.6166750757879984, -0.6167129127044396, 2.850526850425503, 221665000000, 
-2.6238235217397015, -0.6146424327612969, 2.87029630737706, 221699000000, 
-2.6309980626523726, -0.6127581674263628, 2.902021738737147, 221733000000, 
-2.638212795196452, -0.6111616844512403, 2.9497088437361008, 221767000000, 
-2.645492085738271, -0.6099499216062627, 3.0052704571997935, 221801000000, 
-2.65283053625129, -0.6091218256300809, 3.0542593288130506, 221835000000, 
-2.6601987621264676, -0.6086443876441469, 3.1031312810742597, 221869000000, 
-2.6675738916588783, -0.6085486937297936, -3.1249329213150525, 221903000000, 
-2.674939847936517, -0.6088658669250293, -3.069113855452161, 221937000000, 
-2.6823056989512972, -0.6095528830901753, -3.0267883316564914, 221971000000, 
-2.6896970697246254, -0.6104674677326306, -3.011842008810848, 222005000000, 
-2.69710493145664, -0.6114448847063171, -3.0087811632441626, 222039000000, 
-2.7045275610338244, -0.6124249893515652, -3.0132968783661513, 222073000000, 
-2.711993760994739, -0.6133185034827755, -3.0352097608904054, 222107000000, 
-2.719515948572396, -0.6139860112757237, -3.0742086937387776, 222141000000, 
-2.727082698664156, -0.6143172133761364, -3.1248084975027424, 222175000000, 
-2.7346806844145823, -0.6142195698268557, 3.094461894465841, 222209000000, 
-2.7422815398836664, -0.6135781105030703, 3.0146505893083098, 222243000000, 
-2.749801985147883, -0.6123174271311645, 2.936261515213307, 222277000000, 
-2.7571725166924193, -0.6105850571044047, 2.8876744777631855, 222311000000, 
-2.7644405623067203, -0.6085805486671048, 2.8558939601727773, 222345000000, 
-2.7716365259785722, -0.6063646705296809, 2.8288027452129665, 222379000000, 
-2.778758361140651, -0.604009429801383, 2.8171776825886323, 222413000000, 
-2.7858426721157667, -0.601661816810349, 2.8247679978112994, 222447000000, 
-2.792934806082178, -0.5994075937023942, 2.8444807135656887, 222481000000, 
-2.8000575568623813, -0.5973382565537768, 2.87618852752689, 222515000000, 
-2.8072280459242154, -0.5955555963426726, 2.923703597106592, 222549000000, 
-2.8144758066841717, -0.5941518245603199, 2.9778353765997494, 222583000000, 
-2.8217920072926095, -0.5931128150782282, 3.023704549089451, 222617000000, 
-2.8291464234783983, -0.5924007495677672, 3.0697505660495956, 222651000000, 
-2.8365202601165875, -0.5920506900258556, 3.1218866355256667, 222685000000, 
-2.8439015431590615, -0.5920850256370385, -3.109964078339888, 222719000000, 
-2.8512727758050866, -0.5924871609435957, -3.059579015441071, 222753000000, 
-2.8586084802415956, -0.5932639331494399, -3.0062333154045278, 222787000000, 
-2.8658861680795273, -0.5944478547689751, -2.9508617475722367, 222821000000, 
-2.873088149655292, -0.5960335857819927, -2.895971040837304, 222855000000, 
-2.880222813561956, -0.5979917645678937, -2.8534497943946397, 222889000000, 
-2.8873470361195284, -0.6001721089244951, -2.8384773055152537, 222923000000, 
-2.8944788859119, -0.6024123271395426, -2.83621165898772, 222957000000, 
-2.9016259434308256, -0.6046529673382091, -2.841167239745224, 222991000000, 
-2.9088304256056046, -0.6068144285464747, -2.863149702036254, 223025000000, 
-2.9161289458547373, -0.6087629273494449, -2.9024727921545224, 223059000000, 
-2.923529780212403, -0.6103859376110409, -2.9535737259019443, 223093000000, 
-2.9310341419727033, -0.6115891078941093, -3.0178201236151114, 223127000000, 
-2.938633561164599, -0.6122533122714028, -3.097894301034597, 223161000000, 
-2.9462870743605847, -0.6122544627465827, 3.0909944815381944, 223195000000, 
-2.953924296788049, -0.6114880197496038, 2.9844190868592015, 223229000000, 
-2.9614397523675, -0.6098857823988837, 2.8723216288177933, 223263000000, 
-2.968730682264938, -0.607475755378889, 2.7643840943331703, 223297000000, 
-2.975727344568614, -0.6042810559028032, 2.6549741759306458, 223331000000, 
-2.982316719358931, -0.6003204133401957, 2.541105135910146, 223365000000, 
-2.988400996509095, -0.5956722359792402, 2.4393135045134478, 223399000000, 
-2.994030914459517, -0.5905338436505997, 2.3657323461932322, 223433000000, 
-2.9993014479906206, -0.58505220364359, 2.3042643781065606, 223467000000, 
-3.00420704292523, -0.579285405505091, 2.249909153549076, 223501000000, 
-3.008830157274579, -0.5733159295961043, 2.2126786867187693, 223535000000, 
-3.0132671989764495, -0.5672423740344663, 2.1928876243316564, 223569000000, 
-3.0176004777586307, -0.5611282042369478, 2.184810699395431, 223603000000, 
-3.021907746383064, -0.5550255979333083, 2.1898893550480216, 223637000000, 
-3.026274356705226, -0.5490010697635792, 2.210865994242212, 223671000000, 
-3.030789231401789, -0.5431174130412283, 2.2447964271449, 223705000000, 
-3.0355105480851536, -0.537401993910446, 2.28144412603287, 223739000000, 
-3.0404313144309936, -0.5318380767834117, 2.3099860920430233, 223773000000, 
-3.0455104676784948, -0.5264033676676138, 2.335759427114918, 223807000000, 
-3.056095800506151, -0.5160002719910968, 2.397399337318261, 223875000000, 
-3.0673051800348454, -0.5062325373571127, 2.4532695977227763, 223943000000, 
-3.07310660558188, -0.50159733085312, 2.483773001468776, 223977000000, 
-3.0790470507514485, -0.4971446447864407, 2.514552743115964, 224011000000, 
-3.085120682592022, -0.4928780968603088, 2.5454667848365697, 224045000000, 
-3.0913235602461895, -0.48880714898966593, 2.5774006363945343, 224079000000, 
-3.097653040465314, -0.48493896599018055, 2.6095007182348273, 224113000000, 
-3.1041034641535625, -0.48127808195087185, 2.6417900033451316, 224147000000, 
-3.1106683827967325, -0.4778291535064947, 2.6744228801379197, 224181000000, 
-3.117342812669975, -0.47459918657888167, 2.7075860712753377, 224215000000, 
-3.1241200108479648, -0.47159428414592797, 2.7414052231143327, 224249000000, 
-3.1309953106413118, -0.468825943175527, 2.776536680829573, 224283000000, 
-3.1379632104009856, -0.4663027048198287, 2.8124013728748967, 224317000000, 
-3.145016109384194, -0.46403802136218136, 2.8502292823569855, 224351000000, 
-3.15214985385954, -0.46205189263167706, 2.888808151000264, 224385000000, 
-3.1593566577211325, -0.4603413015538391, 2.9275522534146656, 224419000000, 
-3.1666210936211323, -0.4589087172580495, 2.967340991770182, 224453000000, 
-3.1739347732914505, -0.45777120343170913, 3.008722305102218, 224487000000, 
-3.18128800204318, -0.45694210288186937, 3.0515559843520803, 224521000000, 
-3.188668911331303, -0.4564295360281639, 3.0948364643864896, 224555000000, 
-3.196064166574399, -0.45623341406539963, 3.138812779002463, 224589000000, 
-3.2034582842353805, -0.4563628212935513, -3.099141584003309, 224623000000, 
-3.2108358046191094, -0.4568348060980169, -3.052896603051535, 224657000000, 
-3.2181814512648743, -0.45765126362375974, -3.0058217550216964, 224691000000, 
-3.2254774971779465, -0.45881622706763653, -2.957690138587235, 224725000000, 
-3.2327051884232993, -0.4603345793630717, -2.90843907755473, 224759000000, 
-3.239846287597106, -0.46221090446300944, -2.8581613378203747, 224793000000, 
-3.24688076677311, -0.4644470973364887, -2.806783818308092, 224827000000, 
-3.2537874987520614, -0.46704499196198507, -2.7542164727892584, 224861000000, 
-3.2605443962080862, -0.47000549921168583, -2.700482036361255, 224895000000, 
-3.2671385021655435, -0.4732872753956721, -2.6642466481757205, 224929000000, 
-3.2737812269340525, -0.4767376891184193, -2.665650169796531, 224963000000, 
-3.2804801649752795, -0.4801320164553308, -2.6805331656986686, 224997000000, 
-3.287239680458153, -0.48342368054063506, -2.699140797223436, 225031000000, 
-3.2941117682248775, -0.4865526562133058, -2.735473915542628, 225065000000, 
-3.3011536820379703, -0.4893745895739031, -2.79088535007296, 225099000000, 
-3.3083734517689276, -0.49176856839004773, -2.857090966141316, 225133000000, 
-3.315767269012815, -0.493645441596619, -2.935698894373036, 225167000000, 
-3.3233243985581615, -0.4948825645992007, -3.0308861897313366, 225201000000, 
-3.3309837680433128, -0.4953573408282539, -3.1363899190822706, 225235000000, 
-3.338646220800777, -0.4950261237193871, 3.0435969979959197, 225269000000, 
-3.3462325413374923, -0.493916930397542, 2.9440141319509245, 225303000000, 
-3.3536721533281733, -0.49204621633450835, 2.840998096790947, 225337000000, 
-3.360878584735338, -0.4894022247970743, 2.734908228701803, 225371000000, 
-3.3677654130433505, -0.4860067695938089, 2.628775957638845, 225405000000, 
-3.374266423788996, -0.48189436530741836, 2.5210811675321363, 225439000000, 
-3.3802813863910166, -0.4770940861042177, 2.4102102267873717, 225473000000, 
-3.3857130965739586, -0.47164605204345206, 2.2964010549970073, 225507000000, 
-3.3904717840252157, -0.4656606874529952, 2.1954357550567374, 225541000000, 
-3.394710824270728, -0.4593307175332535, 2.1288406172598795, 225575000000, 
