odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
5.215480861382087e-05, -1.0653283236430917e-06, 6.02638132097848e-07, -0.00011130925029097332, -1.439390074671766e-06, 0.02541444657879028, 0.056361981289125014, 0.023224046348299925, 2674000000, 
5.7838335866749856e-05, -9.944205052071742e-07, 7.717079493489282e-07, 4.6157354120326435e-07, -8.722995537578957e-08, 0.037293319905468206, 0.06565760224252719, -0.0001918521449197357, 8284000000, 
5.770853180867024e-05, -9.943951030126232e-07, 7.755887778786373e-07, 4.9418800710306705e-06, -5.3403153965083086e-08, 0.02837272737753678, 0.06620216933074521, 0.0029386274214775517, 8488000000, 
0.006988362573349741, -1.014394480491968e-06, 2.096717272816153e-06, 0.10162804401419555, -2.1150891508358756e-05, 0.046867959957937536, 0.06635003550792351, -0.0011222952117591403, 8658000000, 
0.05204713584577759, -1.0540425956268383e-06, 2.7390522494211885e-06, 0.3055581003677042, -1.1721312597007753e-05, 0.09573489455848713, 0.06720021358864452, 0.003411236045798417, 8862000000, 
0.13755589390925654, 9.893915590335102e-05, 0.010885941911853086, 0.48347247821885253, 0.40471489153375634, 0.16924052026414668, 0.05801183869702276, 0.03294847579335524, 9066000000, 
0.23906056410693413, 0.006652341603969571, 0.11630785562454843, 0.4985644508066769, 0.4872215550340928, 0.2800320282962795, 0.07158582603567214, 0.1267510207876339, 9270000000, 
0.33938788188321145, 0.02353897478541174, 0.21769702037674696, 0.49888443636880997, 0.505257240888268, 0.38206640331350844, 0.08845500734409799, 0.2280186956868815, 9474000000, 
0.4374925553525107, 0.05055802141134963, 0.31968370457935397, 0.4992985430211915, 0.49926673057056753, 0.47965117381722167, 0.11281261034962338, 0.3286823852945675, 9678000000, 
0.5323627614928154, 0.08743069067804642, 0.4216657812521714, 0.4988103988962842, 0.49974317492150644, 0.5722490254219519, 0.15983766690182644, 0.4288035822569525, 9882000000, 
0.6226521306650902, 0.13377572469421795, 0.5273543526141646, 0.4985843739715715, 0.5121966742002272, 0.6557590903751882, 0.19811420777656527, 0.5328417135422732, 10086000000, 
0.7078579009892231, 0.18945122063218778, 0.6296844993624255, 0.4988856999370627, 0.4970424087783289, 0.7502074275223007, 0.25132573680818415, 0.635453625757184, 10290000000, 
0.7863598694441192, 0.2522525667776609, 0.6896130527349155, 0.4896809049404784, -0.08392820394790965, 0.8143165999985207, 0.2920036450982746, 0.6647911692649239, 10494000000, 
0.8493479119943046, 0.3090551007639282, 0.776383546556568, 0.49890818586129304, 0.6446541687297214, 0.8950452008457725, 0.38575786645367155, 0.7946056076790703, 10664000000, 
0.9181866616077042, 0.38403727264102494, 0.8711284912112054, 0.500292653471626, -0.015547236791199176, 0.9645909472131711, 0.46231652734797823, 0.8391088634431759, 10868000000, 
0.9621095302107774, 0.43583932911413376, 0.9026253413373326, 0.4994479403447007, 0.5721853839292167, 1.0227594659257988, 0.5439445231757125, 0.9396073932260061, 11004000000, 
1.0429041392711347, 0.5450307457747758, 0.93185765817289, 0.5016983209855307, -1.0214665085152186, 1.118023317166168, 0.645158389813266, 0.6618410099770469, 11276000000, 
1.108199944198947, 0.6235477342697745, 0.828273484455071, 0.5000283686624246, -0.4426109815044082, 1.1998204531562946, 0.7061194663736634, 0.5718993812792516, 11480000000, 
1.181060991244001, 0.6951098805842071, 0.7250736371577464, 0.5003981039260036, -0.49246153757869787, 1.291284549756867, 0.7546676014670597, 0.47286902272393294, 11684000000, 
1.2594939583709737, 0.7582114366694243, 0.6459422245291304, 0.4642140632484191, 0.03589930239636466, 1.3295813131048972, 0.8269728482849402, 0.6049944140521373, 11888000000, 
1.32883776643208, 0.8063501885067005, 0.5562424966913934, 0.38150139814032913, -0.5416267733415324, 1.3602857329685578, 0.8709558607025268, 0.551880744122016, 12092000000, 
1.3952293788153185, 0.843086181179188, 0.45371300035505785, 0.3604220129792377, -0.48872191259802306, 1.4283112074814308, 0.912501070534769, 0.45292047662678514, 12296000000, 
1.4584074597227557, 0.8701636713353604, 0.3517433685750409, 0.3084870944166189, -0.49571903802443135, 1.4929452730586532, 0.9406792913789075, 0.3491017426125885, 12500000000, 
1.5157233358344713, 0.8880863500001043, 0.2500481414951313, 0.26249107814544115, -0.4994992827663612, 1.5514080162049002, 0.950195382974628, 0.24878799292007714, 12704000000, 
1.558974169047156, 0.8972562468853353, 0.165279850944081, 0.23961591940651092, -0.49899271590597444, 1.6019504602601962, 0.9603204132783691, 0.14750959699793748, 12874000000, 
1.603312170787203, 0.9024249859118851, 0.06355943967851573, 0.20089377070233222, -0.498505123618304, 1.6425567693750116, 0.9738782843624179, 0.052530391915058046, 13078000000, 
1.64420406210971, 0.902965320722105, -0.038173914568627065, 0.1964010519797046, -0.5012292086898263, 1.6804451261411884, 0.9688936208485285, -0.05188162559526655, 13282000000, 
1.6835615575205403, 0.8994631793180367, -0.13994117060554426, 0.1813625912305502, -0.4986589737964064, 1.7195878581049344, 0.9670032448151413, -0.14754366805618505, 13486000000, 
1.7199149330541585, 0.8924360125898957, -0.24170170072678987, 0.17919166497327468, -0.49902550206332297, 1.7536368184829934, 0.9510635632237823, -0.2538167168896192, 13690000000, 
1.7540999995193287, 0.8821571131037015, -0.343464615983231, 0.16808103416970727, -0.4990455925962385, 1.7908628022533286, 0.9447473239838998, -0.34824439727188405, 13894000000, 
1.7859001632362077, 0.8689206244279523, -0.44522782516464043, 0.17451031907828585, -0.49906009678127955, 1.8214648433037341, 0.9325951982822579, -0.44971030397551554, 14098000000, 
1.8177805862571546, 0.851664445599793, -0.546969301994672, 0.18253757668371742, -0.498934609802112, 1.854449474198761, 0.9165842174977075, -0.5480323738843703, 14302000000, 
1.849370196631289, 0.8301434099351055, -0.6487302669665506, 0.193294127149213, -0.4989804163614312, 1.884279212901905, 0.8971439085276836, -0.6501592792945783, 14506000000, 
1.8749768954418782, 0.8089704800244623, -0.733483617685155, 0.2064812590998471, -0.49844013479300203, 1.9187158723598912, 0.8647334022982168, -0.751574664075182, 14676000000, 
1.905409208780421, 0.7785710431330036, -0.8352228850888243, 0.22367110903240722, -0.49865191178894325, 1.9405340800643878, 0.831607317005572, -0.8529127806271894, 14880000000, 
1.9345278296569233, 0.7428662470787878, -0.936977578298232, 0.2357177008846396, -0.4990552929925641, 1.9721986260832685, 0.8037471770959372, -0.948878763840841, 15084000000, 
1.961755706451278, 0.7014557058789163, -1.0387052844584028, 0.2650425274738425, -0.49863477795373823, 1.999716722841767, 0.7680673250323785, -1.0455293195537894, 15288000000, 
1.987408887207093, 0.652174044477048, -1.1404645141529122, 0.293109314938206, -0.49911232546753304, 2.025685626693627, 0.7140520333580604, -1.1483297658710123, 15492000000, 
2.0101106058587006, 0.5950432613895877, -1.242219821333366, 0.3277350581574641, -0.49881594731490275, 2.0453793574245367, 0.6578763707616342, -1.2505660572991315, 15696000000, 
2.0288651065585785, 0.5289810514471569, -1.3439992915416297, 0.3612991135490751, -0.49916640291105585, 2.059733993583125, 0.588657593394225, -1.3494066736633652, 15900000000, 
2.04235530935589, 0.45253548957577483, -1.445792013743061, 0.4043742297529164, -0.49928924370798, 2.078650375875454, 0.5125490908989457, -1.4503812091692523, 16104000000, 
2.0485205939836044, 0.3691061167890979, -1.5475514530704293, 0.43834404836716506, -0.49896754547407846, 2.0850736236771494, 0.431523237977222, -1.5503619412560572, 16308000000, 
2.047865366555151, 0.3060978896132088, -1.6153931499702507, 0.46217348650248846, -0.4989896339018606, 2.074989636169937, 0.3405359934729794, -1.651698542489233, 16444000000, 
2.032783747342461, 0.17341563942835894, -1.7510176861285303, 0.5009473200096336, -0.49843289996922646, 2.066795851176934, 0.23925418279589813, -1.7539409874017589, 16716000000, 
2.0183224190754467, 0.1068565231438424, -1.818856151336086, 0.5008476238562077, -0.49924735930480313, 2.0442361291324844, 0.13758444463175734, -1.8522172186341361, 16852000000, 
1.9823144430207282, -0.006699633143397071, -1.9378336739343767, 0.500577614230978, -0.49965646856428264, 2.0104830137352816, 0.045236213085637904, -1.950871334634758, 17090000000, 
1.9408623761806905, -0.10006479850881357, -2.0396128373755404, 0.5006097251600566, -0.4992875726102031, 1.9698399588351532, -0.04795151228216428, -2.0518804974456786, 17294000000, 
1.8901355409674552, -0.18874551926896094, -2.141413609764721, 0.5005566977146215, -0.49888949432885943, 1.9183438969072268, -0.1340523737442673, -2.150669147335339, 17498000000, 
1.830669304179663, -0.27180773137123454, -2.2432082946701173, 0.5009359239491694, -0.49900228866076074, 1.8623275799044916, -0.2171858106772301, -2.2509404474563754, 17702000000, 
1.763076164181072, -0.3483865236385805, -2.344998828074399, 0.5005167729486545, -0.49890807115948377, 1.7905947923403402, -0.2861718762733907, -2.3511608331435396, 17906000000, 
1.7138344096267573, -0.39545207680346356, -2.4128634148308827, 0.5005425049546245, -0.49894875922336673, 1.7149082774933888, -0.3532515657185902, -2.451611556787537, 18042000000, 
1.606349027922463, -0.47904846587555794, -2.5486054371112155, 0.5006217175419219, -0.49944590195896893, 1.6336754159793176, -0.4176088157755297, -2.5545253151021567, 18314000000, 
1.5188519300058807, -0.5317646218209773, -2.6504679951733725, 0.500933194835815, -0.49947634377669375, 1.5500857503306151, -0.46613700652945644, -2.653558673549699, 18518000000, 
1.4264491987676875, -0.5753099402622321, -2.752332460299997, 0.5008588247103128, -0.49913743473863076, 1.4595525238993978, -0.5116370072783215, -2.7543486249068487, 18722000000, 
1.3300922249351201, -0.6092415557699745, -2.8541510777982455, 0.5009988568675563, -0.4990291296122061, 1.364126244455669, -0.5394948000440878, -2.850220578423679, 18926000000, 
1.2475213185339193, -0.629924980221354, -2.939061390387365, 0.49997450126542203, -0.5048317436879194, 1.2648452723615153, -0.571094105850173, -2.9533355344421888, 19096000000, 
